Full Name,First Name,Last Name,Country,ID,Source,Team_2009,Team_2010,Team_2011,Team_2012,Team_2013,Team_2014,Team_2015,Team_2016,Team_2017,Team_2018,Team_2019
Ruben PLAZA,Ruben,PLAZA,ESP,ESP0073,"Tour de France, 2015",,CAISSE D'EPARGNE,,MOVISTAR TEAM,MOVISTAR TEAM,MOVISTAR TEAM,LAMPRE - MERIDA,ORICA GreenEDGE,ORICA - SCOTT,ISRAEL CYCLING ACADEMY,ISRAEL CYCLING ACADEMY
Primož ROGLIČ,Primož,ROGLIČ,SLO,SLO0012,"Tour de France, 2018",,,,,,,,TEAM LOTTO NL - JUMBO,TEAM LOTTO NL - JUMBO,TEAM LOTTO NL - JUMBO,TEAM JUMBO - VISMA
Bakhtiyar KOZHATAYEV,Bakhtiyar,KOZHATAYEV,KAZ,KAZ0008,"Tour de France, 2017",,,,,,,,ASTANA PRO TEAM,ASTANA PRO TEAM,,
Ian BOSWELL,Ian,BOSWELL,USA,USA0026,"Vuelta a España, 2015",,,,,,,TEAM SKY,TEAM SKY,,TEAM KATUSHA ALPECIN,
Alexander KOLOBNEV,Alexander,KOLOBNEV,RUS,RUS0028,"Vuelta a España, 2014",TEAM SAXO BANK,TEAM KATUSHA,KATUSHA TEAM,,,TEAM KATUSHA,,GAZPROM-RUSVELO,,,
Manuel SENNI,Manuel,SENNI,ITA,ITA0151,"Giro d'Italia, 2019",,,,,,,,BMC RACING TEAM,BMC RACING TEAM,,BARDIANI CSF
Simone PETILLI,Simone,PETILLI,ITA,ITA0152,"Giro d'Italia, 2017",,,,,,,,LAMPRE - MERIDA,UAE TEAM EMIRATES,,
Johann VAN ZYL,Johann,VAN ZYL,RSA,RSA0004,"Vuelta a España, 2018",,,,,,,MTN - QHUBEKA,TEAM DIMENSION DATA,TEAM DIMENSION DATA,TEAM DIMENSION DATA,
Vegard Stake LAENGEN,Vegard Stake,LAENGEN,NOR,NOR0006,"Tour de France, 2019",,,,,,,,IAM CYCLING,UAE TEAM EMIRATES,UAE TEAM EMIRATES,UAE TEAM EMIRATES
Joseph ROSSKOPF,Joseph,ROSSKOPF,USA,USA0027,"Vuelta a España, 2018",,,,,,,BMC RACING TEAM,BMC RACING TEAM,BMC RACING TEAM,BMC RACING TEAM,CCC TEAM
Alberto BETTIOL,Alberto,BETTIOL,ITA,ITA0153,"Tour de France, 2019",,,,,,,,CANNONDALE PRO CYCLING TEAM,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,,EF EDUCATION FIRST
Daniel Felipe MARTINEZ POVEDA,Daniel Felipe,MARTINEZ POVEDA,COL,COL0028,"Vuelta a España, 2019",,,,,,,,WILIER TRIESTINA - SOUTHEAST,,TEAM EF EDUCATION FIRST - DRAPAC P/B CANNONDALE,EF EDUCATION FIRST
Benoit VAUGRENARD,Benoit,VAUGRENARD,FRA,FRA0067,"Vuelta a España, 2012",FRANÇAISE DES JEUX,FDJ,,FDJ-BIG MAT,,,FDJ,FDJ,FDJ,,
Kristian SBARAGLI,Kristian,SBARAGLI,ITA,ITA0154,"Vuelta a España, 2015",,,,,,MTN - QHUBEKA,MTN - QHUBEKA,TEAM DIMENSION DATA,TEAM DIMENSION DATA,ISRAEL CYCLING ACADEMY,ISRAEL CYCLING ACADEMY
Ilia KOSHEVOY,Ilia,KOSHEVOY,BLR,BLR0005,"Vuelta a España, 2015",,,,,,,LAMPRE - MERIDA,LAMPRE - MERIDA,WILIER TRIESTINA - SELLE ITALIA,,
Matej MOHORIC,Matej,MOHORIC,SLO,SLO0013,"Vuelta a España, 2015",,,,,,,TEAM CANNONDALE - GARMIN,LAMPRE - MERIDA,UAE TEAM EMIRATES,BAHRAIN - MERIDA,BAHRAIN - MERIDA
Jaco VENTER,Jaco,VENTER,RSA,RSA0005,"Vuelta a España, 2019",,,,,,MTN - QHUBEKA,MTN - QHUBEKA,TEAM DIMENSION DATA,TEAM DIMENSION DATA,TEAM DIMENSION DATA,TEAM DIMENSION DATA
Cristian RODRIGUEZ MARTIN,Cristian,RODRIGUEZ MARTIN,ESP,ESP0074,"Vuelta a España, 2019",,,,,,,,WILIER TRIESTINA - SOUTHEAST,WILIER TRIESTINA - SELLE ITALIA,CAJA RURAL - SEGUROS RGA,CAJA RURAL - SEGUROS RGA
Ivan SAVITCKII,Ivan,SAVITCKII,RUS,RUS0029,"Giro d'Italia, 2016",,,,,,,,GAZPROM-RUSVELO,,,
Aleksei RYBALKIN,Aleksei,RYBALKIN,RUS,RUS0030,"Giro d'Italia, 2016",,,,,,,,GAZPROM-RUSVELO,,,
Sean DE BIE,Sean,DE BIE,BEL,BEL0047,"Giro d'Italia, 2016",,,,,,,,LOTTO SOUDAL,,,
Julen AMEZQUETA MORENO,Julen,AMEZQUETA MORENO,ESP,ESP0075,"Giro d'Italia, 2017",,,,,,,,WILIER TRIESTINA - SOUTHEAST,WILIER TRIESTINA - SELLE ITALIA,,
Jasha SÜTTERLIN,Jasha,SÜTTERLIN,GER,GER0035,"Tour de France, 2017",,,,,,,,MOVISTAR TEAM,MOVISTAR TEAM,,MOVISTAR TEAM
Twan CASTELIJNS,Twan,CASTELIJNS,NED,NED0041,"Giro d'Italia, 2017",,,,,,,,TEAM LOTTO NL - JUMBO,TEAM LOTTO NL - JUMBO,,
Mirco MAESTRI,Mirco,MAESTRI,ITA,ITA0155,"Giro d'Italia, 2019",,,,,,,,BARDIANI CSF,BARDIANI CSF,,BARDIANI CSF
Viacheslav KUZNETSOV,Viacheslav,KUZNETSOV,RUS,RUS0031,"Vuelta a España, 2019",,,,,,,,TEAM KATUSHA,TEAM KATUSHA ALPECIN,TEAM KATUSHA ALPECIN,TEAM KATUSHA ALPECIN
Andrei SOLOMENNIKOV,Andrei,SOLOMENNIKOV,RUS,RUS0032,"Giro d'Italia, 2016",,,,,,,,GAZPROM-RUSVELO,,,
Paolo SIMION,Paolo,SIMION,ITA,ITA0156,"Giro d'Italia, 2019",,,,,,,,BARDIANI CSF,,BARDIANI CSF,BARDIANI CSF
Olivier LE GAC,Olivier,LE GAC,FRA,FRA0068,"Vuelta a España, 2015",,,,,,,FDJ,FDJ,FDJ,GROUPAMA - FDJ,GROUPAMA - FDJ
Lukasz WISNIOWSKI,Lukasz,WISNIOWSKI,POL,POL0015,"Tour de France, 2019",,,,,,,,ETIXX - QUICK STEP,,,CCC TEAM
Simone ANDREETTA,Simone,ANDREETTA,ITA,ITA0157,"Giro d'Italia, 2018",,,,,,,,BARDIANI CSF,BARDIANI CSF,BARDIANI CSF,
Artem OVECHKIN,Artem,OVECHKIN,RUS,RUS0033,"Giro d'Italia, 2016",,,,,,,,GAZPROM-RUSVELO,,,
Songezo JIM,Songezo,JIM,RSA,RSA0006,"Vuelta a España, 2015",,,,,,,MTN - QHUBEKA,TEAM DIMENSION DATA,,,
Blel KADRI,Blel,KADRI,FRA,FRA0069,"Vuelta a España, 2015",,AG2R LA MONDIALE,AG2R LA MONDIALE,AG2R LA MONDIALE,AG2R LA MONDIALE,AG2R LA MONDIALE,AG2R LA MONDIALE,AG2R LA MONDIALE,,,
Jay Robert THOMSON,Jay Robert,THOMSON,RSA,RSA0007,"Vuelta a España, 2015",,,,,,MTN - QHUBEKA,MTN - QHUBEKA,TEAM DIMENSION DATA,,TEAM DIMENSION DATA,
Genki YAMAMOTO,Genki,YAMAMOTO,JPN,JPN0004,"Giro d'Italia, 2016",,,,,,,,NIPPO - VINI FANTINI,,,
Marc SARREAU,Marc,SARREAU,FRA,FRA0070,"Vuelta a España, 2019",,,,,,,,FDJ,,GROUPAMA - FDJ,GROUPAMA - FDJ
Jean Christophe PERAUD,Jean Christophe,PERAUD,FRA,FRA0071,"Vuelta a España, 2010",,OMEGA PHARMA-LOTTO,AG2R LA MONDIALE,AG2R LA MONDIALE,AG2R LA MONDIALE,AG2R LA MONDIALE,AG2R LA MONDIALE,AG2R LA MONDIALE,,,
Omar FRAILE MATARRANZ,Omar,FRAILE MATARRANZ,ESP,ESP0076,"Vuelta a España, 2015",,,,,,,CAJA RURAL-SEGUROS RGA,TEAM DIMENSION DATA,TEAM DIMENSION DATA,ASTANA PRO TEAM,ASTANA PRO TEAM
Jakub MARECZKO,Jakub,MARECZKO,ITA,ITA0158,"Giro d'Italia, 2016",,,,,,,,WILIER TRIESTINA - SOUTHEAST,,,
Tom DUMOULIN,Tom,DUMOULIN,NED,NED0042,"Vuelta a España, 2012",,,,TEAM ARGOS - SHIMANO,TEAM ARGOS-SHIMANO,TEAM GIANT-SHIMANO,TEAM GIANT - ALPECIN,TEAM GIANT - ALPECIN,TEAM SUNWEB,TEAM SUNWEB,
Lawrence WARBASSE,Lawrence,WARBASSE,USA,USA0028,"Vuelta a España, 2015",,,,,,BMC RACING TEAM,IAM CYCLING,IAM CYCLING,,,AG2R LA MONDIALE
Javier MORENO BAZAN,Javier,MORENO BAZAN,ESP,ESP0077,"Vuelta a España, 2015",,ANDALUCIA - CAJASUR,,MOVISTAR TEAM,MOVISTAR TEAM,MOVISTAR TEAM,MOVISTAR TEAM,MOVISTAR TEAM,BAHRAIN - MERIDA,,
Caleb EWAN,Caleb,EWAN,AUS,AUS0034,"Vuelta a España, 2015",,,,,,,ORICA GreenEDGE,ORICA GreenEDGE,,,LOTTO SOUDAL
Aleksei TCATEVICH,Aleksei,TCATEVICH,RUS,RUS0034,"Giro d'Italia, 2017",,,,,,,,TEAM KATUSHA,GAZPROM - RUSVELO,,
Liam BERTAZZO,Liam,BERTAZZO,ITA,ITA0159,"Giro d'Italia, 2018",,,,,,,,WILIER TRIESTINA - SOUTHEAST,,WILIER TRIESTINA - SELLE ITALIA,
Giulio CICCONE,Giulio,CICCONE,ITA,ITA0160,"Giro d'Italia, 2019",,,,,,,,BARDIANI CSF,BARDIANI CSF,BARDIANI CSF,TREK - SEGAFREDO
Artur ERSHOV,Artur,ERSHOV,RUS,RUS0035,"Giro d'Italia, 2016",,,,,,,,GAZPROM-RUSVELO,,,
Jurgen ROELANDTS,Jurgen,ROELANDTS,BEL,BEL0048,"Vuelta a España, 2009",SILENCE-LOTTO,OMEGA PHARMA-LOTTO,OMEGA PHARMA-LOTTO,LOTTO BELISOL TEAM,LOTTO BELISOL,LOTTO BELISOL,,LOTTO SOUDAL,LOTTO SOUDAL,BMC RACING TEAM,
Iuri FILOSI,Iuri,FILOSI,ITA,ITA0161,"Giro d'Italia, 2016",,,,,,,,NIPPO - VINI FANTINI,,,
Thibaut PINOT,Thibaut,PINOT,FRA,FRA0072,"Vuelta a España, 2018",,,,FDJ-BIG MAT,FDJ.fr,FDJ.fr,FDJ,FDJ,FDJ,GROUPAMA - FDJ,
Adam YATES,Adam,YATES,GBR,GBR0016,"Vuelta a España, 2014",,,,,,ORICA GreenEDGE,ORICA GreenEDGE,ORICA-BIKEEXCHANGE,ORICA - SCOTT,MITCHELTON - SCOTT,MITCHELTON - SCOTT
Jan HIRT,Jan,HIRT,CZE,CZE0006,"Giro d'Italia, 2019",,,,,,,,,CCC SPRANDI POLKOWICE,ASTANA PRO TEAM,ASTANA PRO TEAM
Patrick KONRAD,Patrick,KONRAD,AUT,AUT0009,"Tour de France, 2019",,,,,,,,BORA-ARGON 18,BORA - HANSGROHE,BORA - HANSGROHE,BORA - HANSGROHE
Tejay VAN GARDEREN,Tejay,VAN GARDEREN,USA,USA0029,"Vuelta a España, 2010",,TEAM HTC - COLUMBIA,HTC-HIGHROAD,BMC RACING TEAM,BMC RACING TEAM,BMC RACING TEAM,BMC RACING TEAM,BMC RACING TEAM,BMC RACING TEAM,BMC RACING TEAM,
Laurens DE PLUS,Laurens,DE PLUS,BEL,BEL0049,"Tour de France, 2019",,,,,,,,,QUICK - STEP FLOORS,,TEAM JUMBO - VISMA
Rui COSTA,Rui,COSTA,POR,POR0009,"Tour de France, 2019",CAISSE D'EPARGNE,CAISSE D'EPARGNE,MOVISTAR TEAM,MOVISTAR TEAM,MOVISTAR TEAM,LAMPRE-MERIDA,LAMPRE - MERIDA,LAMPRE - MERIDA,UAE TEAM EMIRATES,,UAE TEAM EMIRATES
Jesper HANSEN,Jesper,HANSEN,DEN,DEN0014,"Vuelta a España, 2015",,,,,,,TINKOFF - SAXO,,ASTANA PRO TEAM,ASTANA PRO TEAM,
Jacques Willem JANSE VAN RENSBURG,Jacques Willem,JANSE VAN RENSBURG,RSA,RSA0008,"Vuelta a España, 2016",,,,,,MTN - QHUBEKA,MTN - QHUBEKA,TEAM DIMENSION DATA,TEAM DIMENSION DATA,TEAM DIMENSION DATA,
Michael WOODS,Michael,WOODS,CAN,CAN0007,"Tour de France, 2019",,,,,,,,,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,TEAM EF EDUCATION FIRST - DRAPAC P/B CANNONDALE,EF EDUCATION FIRST
François BIDARD,François,BIDARD,FRA,FRA0073,"Vuelta a España, 2016",,,,,,,,AG2R LA MONDIALE,AG2R LA MONDIALE,AG2R LA MONDIALE,AG2R LA MONDIALE
Gregor MÜHLBERGER,Gregor,MÜHLBERGER,AUT,AUT0010,"Vuelta a España, 2016",,,,,,,,BORA-ARGON 18,BORA - HANSGROHE,BORA - HANSGROHE,BORA - HANSGROHE
Julien BERNARD,Julien,BERNARD,FRA,FRA0074,"Vuelta a España, 2016",,,,,,,,TREK - SEGAFREDO,TREK - SEGAFREDO,TREK - SEGAFREDO,TREK - SEGAFREDO
Rudy MOLARD,Rudy,MOLARD,FRA,FRA0075,"Vuelta a España, 2016",,,,"COFIDIS, LE CREDIT EN LIGNE","COFIDIS, SOLUTIONS CREDITS","COFIDIS, SOLUTIONS CREDITS",,"COFIDIS, SOLUTIONS CREDITS",FDJ,GROUPAMA - FDJ,GROUPAMA - FDJ
Michal SCHLEGEL,Michal,SCHLEGEL,CZE,CZE0007,"Giro d'Italia, 2017",,,,,,,,,CCC SPRANDI POLKOWICE,,
José MENDES,José,MENDES,POR,POR0010,"Vuelta a España, 2018",,,,,TEAM NETAPP - ENDURA,TEAM NETAPP - ENDURA,BORA-ARGON 18,BORA-ARGON 18,BORA - HANSGROHE,BURGOS - BH,
Victor DE LA PARTE,Victor,DE LA PARTE,ESP,ESP0078,"Giro d'Italia, 2019",,,,,,,,,MOVISTAR TEAM,MOVISTAR TEAM,CCC TEAM
Natnael BERHANE,Natnael,BERHANE,ERI,ERI0002,"Vuelta a España, 2015",,,,,,TEAM EUROPCAR,MTN - QHUBEKA,TEAM DIMENSION DATA,TEAM DIMENSION DATA,TEAM DIMENSION DATA,"COFIDIS, SOLUTIONS CREDITS"
José GONÇALVES,José,GONÇALVES,POR,POR0011,"Vuelta a España, 2016",,,,,,,CAJA RURAL-SEGUROS RGA,CAJA RURAL-SEGUROS RGA,TEAM KATUSHA ALPECIN,TEAM KATUSHA ALPECIN,TEAM KATUSHA ALPECIN
Pello BILBAO LOPEZ DE ARMENTIA,Pello,BILBAO LOPEZ DE ARMENTIA,ESP,ESP0079,"Vuelta a España, 2016",,,,,,CAJA RURAL - SEGUROS RGA,CAJA RURAL-SEGUROS RGA,CAJA RURAL-SEGUROS RGA,ASTANA PRO TEAM,ASTANA PRO TEAM,ASTANA PRO TEAM
Jérémy ROY,Jérémy,ROY,FRA,FRA0076,"Tour de France, 2016",FRANÇAISE DES JEUX,FDJ,FDJ,FDJ-BIG MAT,FDJ.fr,FDJ.fr,FDJ,FDJ,FDJ,GROUPAMA - FDJ,
Dylan TEUNS,Dylan,TEUNS,BEL,BEL0050,"Vuelta a España, 2018",,,,,,,,BMC RACING TEAM,BMC RACING TEAM,BMC RACING TEAM,BAHRAIN - MERIDA
Felix GROSSSCHARTNER,Felix,GROSSSCHARTNER,AUT,AUT0011,"Vuelta a España, 2019",,,,,,,,,CCC SPRANDI POLKOWICE,BORA - HANSGROHE,BORA - HANSGROHE
Edward RAVASI,Edward,RAVASI,ITA,ITA0162,"Vuelta a España, 2018",,,,,,,,,UAE TEAM EMIRATES,UAE TEAM EMIRATES,
Matvey MAMYKIN,Matvey,MAMYKIN,RUS,RUS0036,"Vuelta a España, 2016",,,,,,,,TEAM KATUSHA,TEAM KATUSHA ALPECIN,,
Quentin JAUREGUI,Quentin,JAUREGUI,FRA,FRA0077,"Vuelta a España, 2019",,,,,,,,AG2R LA MONDIALE,AG2R LA MONDIALE,AG2R LA MONDIALE,AG2R LA MONDIALE
Hugh John CARTHY,Hugh John,CARTHY,GBR,GBR0017,"Vuelta a España, 2016",,,,,,,,CAJA RURAL-SEGUROS RGA,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,TEAM EF EDUCATION FIRST - DRAPAC P/B CANNONDALE,EF EDUCATION FIRST
Matthieu LADAGNOUS,Matthieu,LADAGNOUS,FRA,FRA0078,"Vuelta a España, 2009",FRANÇAISE DES JEUX,FDJ,,FDJ-BIG MAT,,FDJ.fr,FDJ,FDJ,FDJ,,GROUPAMA - FDJ
Jasper STUYVEN,Jasper,STUYVEN,BEL,BEL0051,"Vuelta a España, 2015",,,,,,TREK FACTORY RACING,TREK FACTORY RACING,TREK - SEGAFREDO,TREK - SEGAFREDO,TREK - SEGAFREDO,TREK - SEGAFREDO
Luka PIBERNIK,Luka,PIBERNIK,SLO,SLO0014,"Vuelta a España, 2019",,,,,,,,LAMPRE - MERIDA,BAHRAIN - MERIDA,BAHRAIN - MERIDA,BAHRAIN - MERIDA
Jan TRATNIK,Jan,TRATNIK,SLO,SLO0015,"Tour de France, 2019",,,,,,,,,CCC SPRANDI POLKOWICE,,BAHRAIN - MERIDA
Daniel TEKLEHAIMANOT,Daniel,TEKLEHAIMANOT,ERI,ERI0003,"Vuelta a España, 2014",,,,ORICA GreenEDGE,,MTN - QHUBEKA,MTN - QHUBEKA,TEAM DIMENSION DATA,TEAM DIMENSION DATA,,
Lukas PÖSTLBERGER,Lukas,PÖSTLBERGER,AUT,AUT0012,"Tour de France, 2018",,,,,,,,,BORA - HANSGROHE,BORA - HANSGROHE,
Sindre Skjøstad LUNKE,Sindre Skjøstad,LUNKE,NOR,NOR0007,"Vuelta a España, 2016",,,,,,,,TEAM GIANT - ALPECIN,TEAM SUNWEB,,
Evgeny SHALUNOV,Evgeny,SHALUNOV,RUS,RUS0037,"Giro d'Italia, 2017",,,,,,,,,GAZPROM - RUSVELO,,
Kristijan KOREN,Kristijan,KOREN,SLO,SLO0016,"Tour de France, 2018",,LIQUIGAS-DOIMO,LIQUIGAS-CANNONDALE,LIQUIGAS-CANNONDALE,CANNONDALE PRO CYCLING,CANNONDALE,TEAM CANNONDALE - GARMIN,CANNONDALE-DRAPAC PRO CYCLING TEAM,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,BAHRAIN - MERIDA,
Fernando GAVIRIA RENDON,Fernando,GAVIRIA RENDON,COL,COL0029,"Vuelta a España, 2019",,,,,,,,,QUICK - STEP FLOORS,,UAE TEAM EMIRATES
Alex HOWES,Alex,HOWES,USA,USA0030,"Vuelta a España, 2015",,,,,GARMIN SHARP,GARMIN SHARP,TEAM CANNONDALE - GARMIN,CANNONDALE-DRAPAC PRO CYCLING TEAM,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,,
Mads PEDERSEN,Mads,PEDERSEN,DEN,DEN0015,"Giro d'Italia, 2018",,,,,,,,,TREK - SEGAFREDO,TREK - SEGAFREDO,
Lorenzo ROTA,Lorenzo,ROTA,ITA,ITA0163,"Giro d'Italia, 2019",,,,,,,,,BARDIANI CSF,,BARDIANI CSF
Davide MARTINELLI,Davide,MARTINELLI,ITA,ITA0164,"Giro d'Italia, 2017",,,,,,,,,QUICK - STEP FLOORS,,
Sam BENNETT,Sam,BENNETT,IRL,IRL0004,"Vuelta a España, 2019",,,,,,,BORA-ARGON 18,BORA-ARGON 18,BORA - HANSGROHE,BORA - HANSGROHE,BORA - HANSGROHE
Marcin BIALOBLOCKI,Marcin,BIALOBLOCKI,POL,POL0016,"Giro d'Italia, 2017",,,,,,,,,CCC SPRANDI POLKOWICE,,
Zhandos BIZHIGITOV,Zhandos,BIZHIGITOV,KAZ,KAZ0009,"Giro d'Italia, 2017",,,,,,,,,ASTANA PRO TEAM,,
Giuseppe FONZI,Giuseppe,FONZI,ITA,ITA0165,"Giro d'Italia, 2018",,,,,,,,,WILIER TRIESTINA - SELLE ITALIA,WILIER TRIESTINA - SELLE ITALIA,
Miguel Angel LOPEZ MORENO,Miguel Angel,LOPEZ MORENO,COL,COL0030,"Vuelta a España, 2017",,,,,,,,ASTANA PRO TEAM,ASTANA PRO TEAM,ASTANA PRO TEAM,ASTANA PRO TEAM
Richard CARAPAZ,Richard,CARAPAZ,ECU,ECU0001,"Vuelta a España, 2017",,,,,,,,,MOVISTAR TEAM,MOVISTAR TEAM,MOVISTAR TEAM
Sam OOMEN,Sam,OOMEN,NED,NED0043,"Giro d'Italia, 2018",,,,,,,,,,TEAM SUNWEB,
Rohan DENNIS,Rohan,DENNIS,AUS,AUS0035,"Vuelta a España, 2014",,,,,GARMIN SHARP,BMC RACING TEAM,BMC RACING TEAM,BMC RACING TEAM,,BMC RACING TEAM,
Simon Philip YATES,Simon Philip,YATES,GBR,GBR0018,"Vuelta a España, 2016",,,,,,ORICA GreenEDGE,ORICA GreenEDGE,ORICA-BIKEEXCHANGE,ORICA - SCOTT,MITCHELTON - SCOTT,MITCHELTON - SCOTT
Fausto MASNADA,Fausto,MASNADA,ITA,ITA0166,"Giro d'Italia, 2019",,,,,,,,,,ANDRONI GIOCATTOLI - SIDERMEC,ANDRONI GIOCATTOLI - SIDERMEC
Maximilian SCHACHMANN,Maximilian,SCHACHMANN,GER,GER0036,"Giro d'Italia, 2018",,,,,,,,,,QUICK - STEP FLOORS,
Jack HAIG,Jack,HAIG,AUS,AUS0036,"Vuelta a España, 2017",,,,,,,,ORICA-BIKEEXCHANGE,ORICA - SCOTT,MITCHELTON - SCOTT,MITCHELTON - SCOTT
Kilian FRANKINY,Kilian,FRANKINY,SUI,SUI0020,"Vuelta a España, 2019",,,,,,,,,,BMC RACING TEAM,GROUPAMA - FDJ
Benjamin KING,Benjamin,KING,USA,USA0031,"Vuelta a España, 2016",,,,,,GARMIN SHARP,TEAM CANNONDALE - GARMIN,CANNONDALE-DRAPAC PRO CYCLING TEAM,,TEAM DIMENSION DATA,TEAM DIMENSION DATA
Koen BOUWMAN,Koen,BOUWMAN,NED,NED0044,"Vuelta a España, 2017",,,,,,,,TEAM LOTTO NL - JUMBO,TEAM LOTTO NL - JUMBO,TEAM LOTTO NL - JUMBO,TEAM JUMBO - VISMA
Christoph PFINGSTEN,Christoph,PFINGSTEN,GER,GER0037,"Vuelta a España, 2017",,,,,,,,BORA-ARGON 18,BORA - HANSGROHE,BORA - HANSGROHE,
Nico DENZ,Nico,DENZ,GER,GER0038,"Giro d'Italia, 2019",,,,,,,,,,AG2R LA MONDIALE,AG2R LA MONDIALE
Davide BALLERINI,Davide,BALLERINI,ITA,ITA0167,"Giro d'Italia, 2018",,,,,,,,,,ANDRONI GIOCATTOLI - SIDERMEC,
Krists NEILANDS,Krists,NEILANDS,LAT,LAT0003,"Giro d'Italia, 2019",,,,,,,,,,ISRAEL CYCLING ACADEMY,ISRAEL CYCLING ACADEMY
Zdeněk ŠTYBAR,Zdeněk,ŠTYBAR,CZE,CZE0008,"Vuelta a España, 2019",,,,OMEGA PHARMA-QUICKSTEP,OMEGA PHARMA - QUICK-STEP CYCLING TEAM,,ETIXX - QUICK STEP,ETIXX - QUICK STEP,QUICK - STEP FLOORS,QUICK - STEP FLOORS,DECEUNINCK  -  QUICK - STEP
Mads SCHMIDT WÜRTZ,Mads,SCHMIDT WÜRTZ,DEN,DEN0016,"Tour de France, 2019",,,,,,,,,,TEAM KATUSHA ALPECIN,TEAM KATUSHA ALPECIN
Ryan GIBBONS,Ryan,GIBBONS,RSA,RSA0009,"Giro d'Italia, 2019",,,,,,,,,,TEAM DIMENSION DATA,TEAM DIMENSION DATA
Alex TURRIN,Alex,TURRIN,ITA,ITA0168,"Giro d'Italia, 2018",,,,,,,,,,WILIER TRIESTINA - SELLE ITALIA,
Alexey LUTSENKO,Alexey,LUTSENKO,KAZ,KAZ0010,"Vuelta a España, 2014",,,,,ASTANA PRO TEAM,ASTANA PRO TEAM,,ASTANA PRO TEAM,ASTANA PRO TEAM,ASTANA PRO TEAM,ASTANA PRO TEAM
Andrea VENDRAME,Andrea,VENDRAME,ITA,ITA0169,"Giro d'Italia, 2019",,,,,,,,,,ANDRONI GIOCATTOLI - SIDERMEC,ANDRONI GIOCATTOLI - SIDERMEC
Antonio PEDRERO,Antonio,PEDRERO,ESP,ESP0080,"Vuelta a España, 2017",,,,,,,,,MOVISTAR TEAM,MOVISTAR TEAM,MOVISTAR TEAM
Niklas EG,Niklas,EG,DEN,DEN0017,"Vuelta a España, 2019",,,,,,,,,,TREK - SEGAFREDO,TREK - SEGAFREDO
Eduardo SEPULVEDA,Eduardo,SEPULVEDA,ARG,ARG0004,"Tour de France, 2017",,,,,,,BRETAGNE-SECHE ENVIRONNEMENT,FORTUNEO - VITAL CONCEPT,FORTUNEO - OSCARO,MOVISTAR TEAM,
Jacopo MOSCA,Jacopo,MOSCA,ITA,ITA0170,"Vuelta a España, 2019",,,,,,,,,,WILIER TRIESTINA - SELLE ITALIA,TREK - SEGAFREDO
Antonio NIBALI,Antonio,NIBALI,ITA,ITA0171,"Vuelta a España, 2017",,,,,,,,,BAHRAIN - MERIDA,BAHRAIN - MERIDA,BAHRAIN - MERIDA
Domen NOVAK,Domen,NOVAK,SLO,SLO0017,"Vuelta a España, 2019",,,,,,,,,BAHRAIN - MERIDA,BAHRAIN - MERIDA,BAHRAIN - MERIDA
Christopher HAMILTON,Christopher,HAMILTON,AUS,AUS0037,"Vuelta a España, 2017",,,,,,,,,TEAM SUNWEB,TEAM SUNWEB,TEAM SUNWEB
Clement VENTURINI,Clement,VENTURINI,FRA,FRA0079,"Vuelta a España, 2019",,,,,,,,,,AG2R LA MONDIALE,AG2R LA MONDIALE
Tony MARTIN,Tony,MARTIN,GER,GER0039,"Tour de France, 2017",TEAM COLUMBIA - HTC,TEAM HTC - COLUMBIA,HTC-HIGHROAD,OMEGA PHARMA-QUICKSTEP,OMEGA PHARMA - QUICK-STEP CYCLING TEAM,OMEGA PHARMA - QUICK-STEP CYCLING TEAM,ETIXX - QUICK STEP,ETIXX - QUICK STEP,TEAM KATUSHA ALPECIN,TEAM KATUSHA ALPECIN,
Niccolò BONIFAZIO,Niccolò,BONIFAZIO,ITA,ITA0172,"Vuelta a España, 2016",,,,,,,,TREK - SEGAFREDO,,BAHRAIN - MERIDA,TOTAL DIRECT ENERGIE
Rémi CAVAGNA,Rémi,CAVAGNA,FRA,FRA0080,"Vuelta a España, 2019",,,,,,,,,,QUICK - STEP FLOORS,DECEUNINCK  -  QUICK - STEP
Baptiste PLANCKAERT,Baptiste,PLANCKAERT,BEL,BEL0052,"Giro d'Italia, 2018",,,,,,,,,,TEAM KATUSHA ALPECIN,
Guillaume BOIVIN,Guillaume,BOIVIN,CAN,CAN0008,"Vuelta a España, 2014",,,,,CANNONDALE PRO CYCLING,CANNONDALE,,,,ISRAEL CYCLING ACADEMY,ISRAEL CYCLING ACADEMY
Jean-Pierre DRUCKER,Jean-Pierre,DRUCKER,LUX,LUX0005,"Vuelta a España, 2016",,,,,,,BMC RACING TEAM,BMC RACING TEAM,,BMC RACING TEAM,
Danny VAN POPPEL,Danny,VAN POPPEL,NED,NED0045,"Vuelta a España, 2015",,,,,VACANSOLEIL-DCM PRO CYCLING TEAM,TREK FACTORY RACING,TREK FACTORY RACING,,,TEAM LOTTO NL - JUMBO,
Gijs VAN HOECKE,Gijs,VAN HOECKE,BEL,BEL0053,"Giro d'Italia, 2018",,,,,,,,,,TEAM LOTTO NL - JUMBO,
